PARENT_ACCOUNT_ID,ACCOUNT_ID,INDICATION,TOTAL_TRX,DATE,DISTRICT
16152828,72940511,A,6,08/05/2021,CHICAGO IL
16152828,72940511,A,6,02/25/2021,CHICAGO IL
16152828,72940511,A,3,06/02/2021,CHICAGO IL
16152828,72940511,A,3,07/06/2021,CHICAGO IL
16152828,72940511,A,3,05/20/2021,CHICAGO IL
16152828,72940511,A,3,02/26/2021,CHICAGO IL
16152828,72940511,A,2,07/23/2021,CHICAGO IL
16152828,72940511,A,2,07/12/2021,CHICAGO IL
16152828,72940511,A,3,05/04/2021,CHICAGO IL
16152828,72940511,A,3,05/11/2021,CHICAGO IL
16152828,72940511,A,2,06/08/2021,CHICAGO IL
16152828,72940511,A,2,06/17/2021,CHICAGO IL
16152828,72940511,A,2,06/23/2021,CHICAGO IL
16152828,72940511,A,2,04/07/2021,CHICAGO IL
16152828,72940511,A,2,04/14/2021,CHICAGO IL
16152828,72940511,A,2,04/21/2021,CHICAGO IL
16152828,72940511,A,3,01/12/2021,CHICAGO IL
16152828,72940511,A,3,01/20/2021,CHICAGO IL
16152828,72940511,A,3,01/22/2021,CHICAGO IL
16152828,72940511,A,2,07/22/2021,CHICAGO IL
16003889,15050541,A,2,06/29/2021,NEW ENGLAND
122715858,77546774,A,2,02/23/2021,NEW YORK NY
15823477,78719362,A,2,05/20/2021,WASHINGTON DC
16152828,72940511,B,1,02/25/2021,CHICAGO IL
16152828,72940511,C,2,02/25/2021,CHICAGO IL
16034244,53089159,A,1,06/22/2021,WASHINGTON DC
16152828,72940511,B,1,08/05/2021,CHICAGO IL
127802947,1001307039,A,1,05/20/2021,NEW ENGLAND
28012702,15106993,A,1,06/29/2021,PHILADELPHIA PA
127802947,1001307039,A,1,05/10/2021,NEW ENGLAND
127802947,1001307039,A,1,06/06/2021,NEW ENGLAND
127802947,1001307039,A,1,06/16/2021,NEW ENGLAND
16095537,15121754,A,1,06/29/2021,WASHINGTON DC
127802947,1001307039,A,1,04/25/2021,NEW ENGLAND
16034244,53089159,A,1,03/28/2021,WASHINGTON DC
16152828,16290135,A,1,07/28/2021,PHILADELPHIA PA
16260908,16048564,A,1,07/09/2021,PHILADELPHIA PA
16034244,53089159,A,1,02/24/2021,WASHINGTON DC
16260908,16048564,A,1,06/04/2021,PHILADELPHIA PA
16152828,72940511,C,1,08/05/2021,CHICAGO IL
16034244,53089159,A,1,05/04/2021,WASHINGTON DC
127802947,1001307039,A,1,04/14/2021,NEW ENGLAND
15823477,78719362,A,1,04/02/2021,WASHINGTON DC
16034244,53089159,A,1,07/27/2021,WASHINGTON DC
16168359,123405388,A,1,05/20/2021,NEW YORK NY
16037168,123153527,A,1,06/29/2021,CHICAGO IL
16283851,15166448,A,1,06/29/2021,WASHINGTON DC
16034244,53089159,A,1,04/25/2021,WASHINGTON DC
127802947,1001307039,A,1,02/01/2021,NEW ENGLAND
127802947,1001307039,A,1,07/01/2021,NEW ENGLAND
122715858,77546774,A,1,07/14/2021,NEW YORK NY
16034244,53089159,A,1,07/23/2021,WASHINGTON DC
15823477,78719362,A,1,07/15/2021,WASHINGTON DC
122715858,77546774,A,1,08/06/2021,NEW YORK NY
16260908,16048564,A,1,08/09/2021,PHILADELPHIA PA
16260908,16048564,A,1,05/05/2021,PHILADELPHIA PA
16260908,16048564,A,1,05/19/2021,PHILADELPHIA PA
15823477,78719362,A,1,05/03/2021,WASHINGTON DC
15823477,78719362,A,1,05/05/2021,WASHINGTON DC
15823477,78719362,A,1,05/27/2021,WASHINGTON DC
122715858,77546774,A,1,06/15/2021,NEW YORK NY
16034244,53089159,A,1,06/01/2021,WASHINGTON DC
15823477,78719362,A,1,06/05/2021,WASHINGTON DC
15823477,78719362,A,1,06/30/2021,WASHINGTON DC
15915950,124814607,A,1,03/18/2021,NEW ENGLAND
122787366,15184141,A,1,03/23/2021,NEW YORK NY
122715858,77546774,A,1,03/15/2021,NEW YORK NY
15823477,78719362,A,1,03/09/2021,WASHINGTON DC
16034244,53089159,A,1,02/01/2021,WASHINGTON DC
15823477,78719362,A,1,02/12/2021,WASHINGTON DC
15823477,78719362,A,1,02/17/2021,WASHINGTON DC
15823477,78719362,A,1,02/23/2021,WASHINGTON DC
127802947,1001307039,A,1,08/09/2021,NEW ENGLAND
16034244,53089159,A,1,05/10/2021,WASHINGTON DC
122787366,15184141,A,1,06/25/2021,NEW YORK NY
16034244,53089159,A,1,06/02/2021,WASHINGTON DC
122787366,15184141,A,1,02/23/2021,NEW YORK NY
16317219,86271557,A,1,02/25/2021,PHILADELPHIA PA
16269742,1001623861,A,1,02/25/2021,WASHINGTON DC
16152828,72940511,B,1,02/26/2021,CHICAGO IL
122715860,86100107,A,1,07/07/2021,CHICAGO IL
122715860,86100107,A,1,07/23/2021,CHICAGO IL
127802947,1001307039,A,1,07/27/2021,NEW ENGLAND
122787366,15184141,A,1,07/28/2021,NEW YORK NY
122715858,77546774,A,1,07/01/2021,NEW YORK NY
16168359,123405388,A,1,07/15/2021,NEW YORK NY
16260908,16048564,A,1,07/02/2021,PHILADELPHIA PA
16034244,53089159,A,1,07/06/2021,WASHINGTON DC
16301977,82877929,A,1,07/27/2021,WASHINGTON DC
16168359,123405388,A,1,08/12/2021,NEW YORK NY
16260908,16048564,A,1,08/02/2021,PHILADELPHIA PA
122787366,15184141,A,1,05/07/2021,NEW YORK NY
16260908,16048564,A,1,05/12/2021,PHILADELPHIA PA
16258998,75999631,A,1,06/19/2021,NASHVILLE TN
16034244,53089159,A,1,06/14/2021,WASHINGTON DC
128961772,124629112,A,1,06/29/2021,CHICAGO IL
123098896,123098896,A,1,06/29/2021,CHICAGO IL
16003889,15050541,A,1,06/21/2021,NEW ENGLAND
122787366,15184141,A,1,06/03/2021,NEW YORK NY
122787366,15184141,A,1,06/08/2021,NEW YORK NY
122715858,77546774,A,1,06/27/2021,NEW YORK NY
16168359,123405388,A,1,06/23/2021,NEW YORK NY
122786873,124850351,A,1,06/29/2021,WASHINGTON DC
15834366,123072433,A,1,04/07/2021,NASHVILLE TN
122715858,77546774,A,1,04/20/2021,NEW YORK NY
16168359,123405388,A,1,04/08/2021,NEW YORK NY
16168359,123405388,A,1,04/19/2021,NEW YORK NY
16034244,53089159,A,1,04/06/2021,WASHINGTON DC
16034244,53089159,A,1,04/15/2021,WASHINGTON DC
15823477,78719362,A,1,04/12/2021,WASHINGTON DC
16301977,82877929,A,1,04/20/2021,WASHINGTON DC
16152828,72940511,B,1,06/02/2021,CHICAGO IL
16034244,53089159,A,1,01/11/2021,WASHINGTON DC
15834366,123072433,A,1,07/21/2021,NASHVILLE TN
15823477,78719362,A,1,07/10/2021,WASHINGTON DC
15834366,123072433,A,1,08/13/2021,NASHVILLE TN
16034244,53089159,A,1,08/05/2021,WASHINGTON DC
16260908,16048564,A,1,05/07/2021,PHILADELPHIA PA
16260908,16048564,A,1,05/14/2021,PHILADELPHIA PA
16034244,53089159,A,1,05/20/2021,WASHINGTON DC
15823477,78719362,A,1,05/29/2021,WASHINGTON DC
122716014,120425506,A,1,06/30/2021,CHICAGO IL
16317219,86271557,A,1,06/25/2021,PHILADELPHIA PA
16003889,15050541,A,1,04/05/2021,NEW ENGLAND
122715858,77546774,A,1,04/29/2021,NEW YORK NY
16034244,53089159,A,1,04/29/2021,WASHINGTON DC
16181304,86272951,A,1,04/04/2021,WASHINGTON DC
16152828,72940511,B,1,07/06/2021,CHICAGO IL
127802947,1001307039,A,1,03/09/2021,NEW ENGLAND
16034244,53089159,A,1,03/23/2021,WASHINGTON DC
15823477,78719362,A,1,03/31/2021,WASHINGTON DC
123430690,53103236,A,1,03/11/2021,CHICAGO IL
16034244,53089159,A,1,03/03/2021,WASHINGTON DC
16152828,72940511,B,1,05/20/2021,CHICAGO IL
16152828,72940511,C,1,02/26/2021,CHICAGO IL
16258998,75999631,A,1,02/22/2021,NASHVILLE TN
15834366,123072433,A,1,02/09/2021,NASHVILLE TN
16168359,123405388,A,1,02/16/2021,NEW YORK NY
15823477,78719362,A,1,02/01/2021,WASHINGTON DC
16269742,1001623861,A,1,02/24/2021,WASHINGTON DC
16034244,53089159,A,1,02/16/2021,WASHINGTON DC
15834366,123072433,A,1,01/07/2021,NASHVILLE TN
15823477,78719362,A,1,01/08/2021,WASHINGTON DC
15823477,78719362,A,1,01/18/2021,WASHINGTON DC
16152828,72940511,B,1,01/12/2021,CHICAGO IL
16152828,72940511,B,1,01/20/2021,CHICAGO IL
16152828,72940511,B,1,01/22/2021,CHICAGO IL
122716014,120425506,A,1,07/19/2021,CHICAGO IL
16133649,53133920,A,1,07/09/2021,NASHVILLE TN
15834366,123072433,A,1,07/06/2021,NASHVILLE TN
127802947,1001307039,A,1,07/07/2021,NEW ENGLAND
127802947,1001307039,A,1,07/14/2021,NEW ENGLAND
127802947,1001307039,A,1,07/20/2021,NEW ENGLAND
122787366,15184141,A,1,07/22/2021,NEW YORK NY
122787366,15184141,A,1,07/26/2021,NEW YORK NY
16168359,123405388,A,1,07/29/2021,NEW YORK NY
23302355,79888193,A,1,07/14/2021,NEW YORK NY
16317219,86271557,A,1,07/12/2021,PHILADELPHIA PA
15823477,78719362,A,1,07/02/2021,WASHINGTON DC
15823477,78719362,A,1,07/03/2021,WASHINGTON DC
127802947,1001307039,A,1,08/03/2021,NEW ENGLAND
16152828,116938192,A,1,08/03/2021,NEW ENGLAND
16168359,123405388,A,1,08/04/2021,NEW YORK NY
23302355,79888193,A,1,08/13/2021,NEW YORK NY
15823477,78719362,A,1,08/13/2021,WASHINGTON DC
15834366,123072433,A,1,07/12/2021,NASHVILLE TN
122715730,79977237,A,1,05/25/2021,NASHVILLE TN
122787366,15184141,A,1,05/04/2021,NEW YORK NY
16317219,86271557,A,1,05/10/2021,PHILADELPHIA PA
15823477,78719362,A,1,05/14/2021,WASHINGTON DC
16066854,127811672,A,1,05/23/2021,WASHINGTON DC
123042442,84118558,A,1,05/04/2021,NEW YORK NY
15823477,78719362,A,1,05/12/2021,WASHINGTON DC
122715860,86100107,A,1,06/24/2021,CHICAGO IL
15860501,123135151,A,1,06/11/2021,NEW ENGLAND
15915950,124814607,A,1,06/11/2021,NEW ENGLAND
16168359,123405388,A,1,06/10/2021,NEW YORK NY
23302355,79888193,A,1,06/11/2021,NEW YORK NY
16317219,86271557,A,1,06/01/2021,PHILADELPHIA PA
16034244,53089159,A,1,06/07/2021,WASHINGTON DC
16034244,53089159,A,1,06/15/2021,WASHINGTON DC
15823477,78719362,A,1,06/10/2021,WASHINGTON DC
122715860,86100107,A,1,04/26/2021,CHICAGO IL
1001272979,124516343,A,1,04/30/2021,NEW ENGLAND
122787366,15184141,A,1,04/19/2021,NEW YORK NY
16168359,123405388,A,1,04/20/2021,NEW YORK NY
23302355,79888193,A,1,04/07/2021,NEW YORK NY
16317219,86271557,A,1,04/07/2021,PHILADELPHIA PA
16260908,16048564,A,1,04/13/2021,PHILADELPHIA PA
16034244,53089159,A,1,04/20/2021,WASHINGTON DC
15823477,78719362,A,1,04/22/2021,WASHINGTON DC
15823477,78719362,A,1,04/26/2021,WASHINGTON DC
16152828,72940511,B,1,04/07/2021,CHICAGO IL
16152828,72940511,B,1,04/14/2021,CHICAGO IL
16152828,72940511,B,1,04/21/2021,CHICAGO IL
127802947,1001307039,A,1,03/02/2021,NEW ENGLAND
15881198,15844545,A,1,03/16/2021,NEW YORK NY
28012702,15106993,A,1,03/30/2021,PHILADELPHIA PA
16034244,53089159,A,1,03/16/2021,WASHINGTON DC
15823477,78719362,A,1,03/10/2021,WASHINGTON DC
15823477,78719362,A,1,03/23/2021,WASHINGTON DC
122715860,86100107,A,1,02/08/2021,CHICAGO IL
122787366,15184141,A,1,02/25/2021,NEW YORK NY
122715858,77546774,A,1,02/17/2021,NEW YORK NY
123042442,84118558,A,1,02/24/2021,NEW YORK NY
15823477,78719362,A,1,02/05/2021,WASHINGTON DC
15834366,123072433,A,1,01/04/2021,NASHVILLE TN
122787366,15184141,A,1,01/04/2021,NEW YORK NY
122787366,15184141,A,1,01/28/2021,NEW YORK NY
122715858,77546774,A,1,01/11/2021,NEW YORK NY
16034244,53089159,A,1,01/17/2021,WASHINGTON DC
16034244,53089159,A,1,01/25/2021,WASHINGTON DC
15823477,78719362,A,1,01/05/2021,WASHINGTON DC
15823477,78719362,A,1,01/26/2021,WASHINGTON DC
16066854,127811672,A,1,01/25/2021,WASHINGTON DC
16152828,72940511,B,1,06/08/2021,CHICAGO IL
16152828,72940511,B,1,06/17/2021,CHICAGO IL
16152828,72940511,B,1,06/23/2021,CHICAGO IL
16152828,72940511,B,1,07/23/2021,CHICAGO IL
16152828,72940511,C,1,05/20/2021,CHICAGO IL
16317219,86271557,A,1,07/13/2021,PHILADELPHIA PA
16260908,16048564,A,1,07/26/2021,PHILADELPHIA PA
16034244,53089159,A,1,07/05/2021,WASHINGTON DC
16034244,53089159,A,1,07/26/2021,WASHINGTON DC
16269742,1001623861,A,1,07/30/2021,WASHINGTON DC
122716014,120425506,A,1,08/04/2021,CHICAGO IL
16003889,15050541,A,1,08/10/2021,NEW ENGLAND
15823477,78719362,A,1,08/07/2021,WASHINGTON DC
123430690,53103236,A,1,05/06/2021,CHICAGO IL
16133649,53133920,A,1,05/18/2021,NASHVILLE TN
16317219,86271557,A,1,05/12/2021,PHILADELPHIA PA
122715860,86100107,A,1,05/26/2021,CHICAGO IL
23302355,79888193,A,1,05/26/2021,NEW YORK NY
16034244,53089159,A,1,05/13/2021,WASHINGTON DC
16034244,53089159,A,1,05/19/2021,WASHINGTON DC
16034244,53089159,A,1,05/24/2021,WASHINGTON DC
16034244,53089159,A,1,05/27/2021,WASHINGTON DC
122715860,86100107,A,1,06/09/2021,CHICAGO IL
122715860,86100107,A,1,06/25/2021,CHICAGO IL
122716014,120425506,A,1,06/10/2021,CHICAGO IL
15834366,123072433,A,1,06/02/2021,NASHVILLE TN
15834366,123072433,A,1,06/11/2021,NASHVILLE TN
16003889,15050541,A,1,06/07/2021,NEW ENGLAND
122787366,15184141,A,1,06/04/2021,NEW YORK NY
122787366,15184141,A,1,06/28/2021,NEW YORK NY
123042442,84118558,A,1,06/30/2021,NEW YORK NY
23302355,79888193,A,1,06/29/2021,NEW YORK NY
16317219,86271557,A,1,06/02/2021,PHILADELPHIA PA
16317219,86271557,A,1,06/29/2021,PHILADELPHIA PA
16034244,53089159,A,1,06/29/2021,WASHINGTON DC
16152828,72940511,B,1,07/12/2021,CHICAGO IL
15834366,123072433,A,1,04/16/2021,NASHVILLE TN
122715860,86100107,A,1,04/21/2021,CHICAGO IL
127802947,1001307039,A,1,04/04/2021,NEW ENGLAND
122787366,15184141,A,1,04/20/2021,NEW YORK NY
23302355,79888193,A,1,04/09/2021,NEW YORK NY
23302355,79888193,A,1,04/29/2021,NEW YORK NY
16260908,16048564,A,1,04/27/2021,PHILADELPHIA PA
15823477,78719362,A,1,04/09/2021,WASHINGTON DC
16152828,72940511,B,1,05/04/2021,CHICAGO IL
16152828,72940511,B,1,05/11/2021,CHICAGO IL
16152828,72940511,C,1,01/12/2021,CHICAGO IL
16152828,72940511,C,1,01/20/2021,CHICAGO IL
16152828,72940511,C,1,01/22/2021,CHICAGO IL
16037168,123153527,A,1,03/30/2021,CHICAGO IL
15834366,123072433,A,1,03/10/2021,NASHVILLE TN
127802947,1001307039,A,1,03/16/2021,NEW ENGLAND
16003889,15050541,A,1,03/30/2021,NEW ENGLAND
16034244,53089159,A,1,03/14/2021,WASHINGTON DC
15823477,78719362,A,1,03/17/2021,WASHINGTON DC
16095537,15121754,A,1,03/30/2021,WASHINGTON DC
16152828,72940511,C,1,06/02/2021,CHICAGO IL
127802947,1001307039,A,1,02/23/2021,NEW ENGLAND
15915950,124814607,A,1,02/22/2021,NEW ENGLAND
15898876,19822924,A,1,02/04/2021,PHILADELPHIA PA
16317219,86271557,A,1,02/24/2021,PHILADELPHIA PA
16034244,53089159,A,1,02/07/2021,WASHINGTON DC
16034244,53089159,A,1,02/10/2021,WASHINGTON DC
15823477,78719362,A,1,02/22/2021,WASHINGTON DC
127802947,1001307039,A,1,01/13/2021,NEW ENGLAND
127802947,127802947,A,1,01/27/2021,NEW ENGLAND
15915950,124814607,A,1,01/11/2021,NEW ENGLAND
15823477,78719362,A,1,01/20/2021,WASHINGTON DC
16152828,72940511,C,1,07/06/2021,CHICAGO IL
122715730,79977237,A,1,07/29/2021,NASHVILLE TN
15915950,124814607,A,1,07/28/2021,NEW ENGLAND
122787366,15184141,A,1,07/14/2021,NEW YORK NY
122999729,124780592,A,1,07/07/2021,CHICAGO IL
16152828,72940511,A,1,07/20/2021,CHICAGO IL
16133649,53133920,A,1,07/16/2021,NASHVILLE TN
122715730,79977237,A,1,07/23/2021,NASHVILLE TN
1001272979,124516343,A,1,07/19/2021,NEW ENGLAND
1001272979,124516343,A,1,07/20/2021,NEW ENGLAND
122787366,15184141,A,1,07/02/2021,NEW YORK NY
122715858,77546774,A,1,07/02/2021,NEW YORK NY
122715858,77546774,A,1,07/17/2021,NEW YORK NY
122715858,77546774,A,1,07/21/2021,NEW YORK NY
16168359,123405388,A,1,07/16/2021,NEW YORK NY
23302355,79888193,A,1,07/02/2021,NEW YORK NY
23302355,79888193,A,1,07/30/2021,NEW YORK NY
16317219,86271557,A,1,07/30/2021,PHILADELPHIA PA
16034244,53089159,A,1,07/07/2021,WASHINGTON DC
15823477,78719362,A,1,07/16/2021,WASHINGTON DC
15823477,78719362,A,1,07/20/2021,WASHINGTON DC
15823477,78719362,A,1,07/21/2021,WASHINGTON DC
15823477,78719362,A,1,07/23/2021,WASHINGTON DC
15823477,78719362,A,1,07/24/2021,WASHINGTON DC
15823477,78719362,A,1,07/29/2021,WASHINGTON DC
16066854,127811672,A,1,07/03/2021,WASHINGTON DC
122715860,86100107,A,1,08/11/2021,CHICAGO IL
15834366,123072433,A,1,08/10/2021,NASHVILLE TN
127802947,127802947,A,1,08/12/2021,NEW ENGLAND
122787366,15184141,A,1,08/04/2021,NEW YORK NY
122715858,77546774,A,1,08/05/2021,NEW YORK NY
122715858,77546774,A,1,08/13/2021,NEW YORK NY
16168359,123405388,A,1,08/07/2021,NEW YORK NY
23302355,79888193,A,1,08/12/2021,NEW YORK NY
16317219,86271557,A,1,08/10/2021,PHILADELPHIA PA
16317219,86271557,A,1,08/12/2021,PHILADELPHIA PA
16034244,53089159,A,1,08/09/2021,WASHINGTON DC
15823477,78719362,A,1,08/03/2021,WASHINGTON DC
15823477,78719362,A,1,08/05/2021,WASHINGTON DC
15823477,78719362,A,1,08/06/2021,WASHINGTON DC
15823477,78719362,A,1,08/10/2021,WASHINGTON DC
122715858,77546774,A,1,05/25/2021,NEW YORK NY
123042442,84118558,A,1,05/03/2021,NEW YORK NY
122716014,120425506,A,1,05/03/2021,CHICAGO IL
122716014,120425506,A,1,05/26/2021,CHICAGO IL
122715833,1003297364,A,1,05/12/2021,NASHVILLE TN
15834366,123072433,A,1,05/10/2021,NASHVILLE TN
16003889,15050541,A,1,05/25/2021,NEW ENGLAND
122787366,15184141,A,1,05/19/2021,NEW YORK NY
122787366,15184141,A,1,05/21/2021,NEW YORK NY
122787366,15184141,A,1,05/27/2021,NEW YORK NY
122715858,77546774,A,1,05/13/2021,NEW YORK NY
122715858,77546774,A,1,05/14/2021,NEW YORK NY
122715858,77546774,A,1,05/21/2021,NEW YORK NY
122715858,77546774,A,1,05/26/2021,NEW YORK NY
23302355,79888193,A,1,05/05/2021,NEW YORK NY
23302355,79888193,A,1,05/10/2021,NEW YORK NY
15881198,15844545,A,1,05/26/2021,NEW YORK NY
16317219,86271557,A,1,05/05/2021,PHILADELPHIA PA
16283851,15166448,A,1,05/17/2021,WASHINGTON DC
123098896,123098896,A,1,06/02/2021,CHICAGO IL
109708176,122784355,A,1,06/30/2021,CHICAGO IL
123430690,53103236,A,1,06/06/2021,CHICAGO IL
1001272979,124516343,A,1,06/02/2021,NEW ENGLAND
127802947,127802947,A,1,06/28/2021,NEW ENGLAND
16234451,1001237398,A,1,06/28/2021,NEW ENGLAND
122964221,16214440,A,1,06/02/2021,NEW ENGLAND
122964221,16214440,A,1,06/30/2021,NEW ENGLAND
122787366,15184141,A,1,06/09/2021,NEW YORK NY
122715858,77546774,A,1,06/01/2021,NEW YORK NY
122715858,77546774,A,1,06/05/2021,NEW YORK NY
122715858,77546774,A,1,06/23/2021,NEW YORK NY
122715858,77546774,A,1,06/25/2021,NEW YORK NY
16168359,123405388,A,1,06/04/2021,NEW YORK NY
123042442,84118558,A,1,06/15/2021,NEW YORK NY
23302355,79888193,A,1,06/01/2021,NEW YORK NY
23302355,79888193,A,1,06/10/2021,NEW YORK NY
23302355,79888193,A,1,06/15/2021,NEW YORK NY
23302355,79888193,A,1,06/17/2021,NEW YORK NY
23302355,79888193,A,1,06/23/2021,NEW YORK NY
23302355,79888193,A,1,06/25/2021,NEW YORK NY
16317219,86271557,A,1,06/21/2021,PHILADELPHIA PA
22085876,127754202,A,1,06/29/2021,WASHINGTON DC
15792372,1000634445,A,1,06/23/2021,WASHINGTON DC
15823477,78719362,A,1,06/09/2021,WASHINGTON DC
15823477,78719362,A,1,06/11/2021,WASHINGTON DC
15823477,78719362,A,1,06/15/2021,WASHINGTON DC
15823477,78719362,A,1,06/16/2021,WASHINGTON DC
15823477,78719362,A,1,06/17/2021,WASHINGTON DC
15823477,78719362,A,1,06/18/2021,WASHINGTON DC
15823477,78719362,A,1,06/20/2021,WASHINGTON DC
15823477,78719362,A,1,06/23/2021,WASHINGTON DC
15823477,78719362,A,1,06/25/2021,WASHINGTON DC
15823477,78719362,A,1,06/26/2021,WASHINGTON DC
16152828,128593857,A,1,06/29/2021,WASHINGTON DC
122715860,86100107,A,1,04/30/2021,CHICAGO IL
15834366,123072433,A,1,04/30/2021,NASHVILLE TN
127802947,1001307039,A,1,04/06/2021,NEW ENGLAND
127802947,1001307039,A,1,04/12/2021,NEW ENGLAND
122716168,86505267,A,1,04/12/2021,NEW ENGLAND
122715858,77546774,A,1,04/02/2021,NEW YORK NY
122715858,77546774,A,1,04/15/2021,NEW YORK NY
122715858,77546774,A,1,04/27/2021,NEW YORK NY
123042442,84118558,A,1,04/13/2021,NEW YORK NY
23302355,79888193,A,1,04/12/2021,NEW YORK NY
23302355,79888193,A,1,04/19/2021,NEW YORK NY
16317219,86271557,A,1,04/12/2021,PHILADELPHIA PA
16317219,86271557,A,1,04/14/2021,PHILADELPHIA PA
16317219,86271557,A,1,04/22/2021,PHILADELPHIA PA
15949780,123435867,A,1,04/09/2021,WASHINGTON DC
15823477,78719362,A,1,04/05/2021,WASHINGTON DC
15823477,78719362,A,1,04/20/2021,WASHINGTON DC
16269742,1001623861,A,1,04/19/2021,WASHINGTON DC
16066854,127811672,A,1,04/26/2021,WASHINGTON DC
123042442,84118558,A,1,04/27/2021,NEW YORK NY
16152828,72940511,B,1,07/22/2021,CHICAGO IL
122716014,120425506,A,1,03/22/2021,CHICAGO IL
15834366,123072433,A,1,03/16/2021,NASHVILLE TN
127802947,1001307039,A,1,03/14/2021,NEW ENGLAND
127802947,1001307039,A,1,03/23/2021,NEW ENGLAND
127802947,1001307039,A,1,03/25/2021,NEW ENGLAND
122787366,15184141,A,1,03/25/2021,NEW YORK NY
122715858,77546774,A,1,03/01/2021,NEW YORK NY
122715858,77546774,A,1,03/19/2021,NEW YORK NY
122715858,77546774,A,1,03/24/2021,NEW YORK NY
122715858,77546774,A,1,03/26/2021,NEW YORK NY
122715858,77546774,A,1,03/29/2021,NEW YORK NY
16168359,123405388,A,1,03/08/2021,NEW YORK NY
16168359,123405388,A,1,03/22/2021,NEW YORK NY
123042442,84118558,A,1,03/31/2021,NEW YORK NY
23302355,79888193,A,1,03/16/2021,NEW YORK NY
16317219,86271557,A,1,03/25/2021,PHILADELPHIA PA
16260908,16048564,A,1,03/10/2021,PHILADELPHIA PA
16260908,16048564,A,1,03/25/2021,PHILADELPHIA PA
16260908,16048564,A,1,03/26/2021,PHILADELPHIA PA
16034244,53089159,A,1,03/07/2021,WASHINGTON DC
16034244,53089159,A,1,03/10/2021,WASHINGTON DC
15823477,78719362,A,1,03/01/2021,WASHINGTON DC
15823477,78719362,A,1,03/02/2021,WASHINGTON DC
15823477,78719362,A,1,03/05/2021,WASHINGTON DC
15823477,78719362,A,1,03/15/2021,WASHINGTON DC
15823477,78719362,A,1,03/24/2021,WASHINGTON DC
15823477,78719362,A,1,03/25/2021,WASHINGTON DC
15823477,78719362,A,1,03/29/2021,WASHINGTON DC
16066854,127811672,A,1,03/15/2021,WASHINGTON DC
16152828,72940511,C,1,05/04/2021,CHICAGO IL
16152828,72940511,C,1,05/11/2021,CHICAGO IL
122716014,120425506,A,1,02/22/2021,CHICAGO IL
15834366,123072433,A,1,02/02/2021,NASHVILLE TN
16168359,123405388,A,1,02/11/2021,NEW YORK NY
16317219,86271557,A,1,02/09/2021,PHILADELPHIA PA
122716014,120425506,A,1,02/25/2021,CHICAGO IL
16133649,53133920,A,1,02/24/2021,NASHVILLE TN
15834366,123072433,A,1,02/05/2021,NASHVILLE TN
15834366,123072433,A,1,02/15/2021,NASHVILLE TN
122715730,79977237,A,1,02/24/2021,NASHVILLE TN
127802947,1001307039,A,1,02/17/2021,NEW ENGLAND
122787366,15184141,A,1,02/08/2021,NEW YORK NY
122715858,77546774,A,1,02/11/2021,NEW YORK NY
23302355,79888193,A,1,02/02/2021,NEW YORK NY
23302355,79888193,A,1,02/04/2021,NEW YORK NY
23302355,79888193,A,1,02/10/2021,NEW YORK NY
23302355,79888193,A,1,02/17/2021,NEW YORK NY
23302355,79888193,A,1,02/18/2021,NEW YORK NY
16317219,86271557,A,1,02/04/2021,PHILADELPHIA PA
16317219,86271557,A,1,02/26/2021,PHILADELPHIA PA
122715872,19854061,A,1,02/22/2021,PHILADELPHIA PA
16260908,16048564,A,1,02/24/2021,PHILADELPHIA PA
16034244,53089159,A,1,02/14/2021,WASHINGTON DC
16034244,53089159,A,1,02/21/2021,WASHINGTON DC
15823477,78719362,A,1,02/02/2021,WASHINGTON DC
15823477,78719362,A,1,02/03/2021,WASHINGTON DC
15823477,78719362,A,1,02/26/2021,WASHINGTON DC
122999018,20452265,A,1,01/04/2021,CHICAGO IL
16133649,53133920,A,1,01/18/2021,NASHVILLE TN
127802947,1001307039,A,1,01/24/2021,NEW ENGLAND
15915950,124814607,A,1,01/15/2021,NEW ENGLAND
122787366,15184141,A,1,01/18/2021,NEW YORK NY
122715858,77546774,A,1,01/20/2021,NEW YORK NY
122715858,77546774,A,1,01/22/2021,NEW YORK NY
16168359,123405388,A,1,01/08/2021,NEW YORK NY
23302355,79888193,A,1,01/19/2021,NEW YORK NY
16034244,53089159,A,1,01/05/2021,WASHINGTON DC
16034244,53089159,A,1,01/19/2021,WASHINGTON DC
16034244,53089159,A,1,01/27/2021,WASHINGTON DC
15823477,78719362,A,1,01/04/2021,WASHINGTON DC
15823477,78719362,A,1,01/22/2021,WASHINGTON DC
16269742,1001623861,A,1,01/13/2021,WASHINGTON DC
16066854,127811672,A,1,01/21/2021,WASHINGTON DC
15834366,123072433,A,1,01/14/2021,NASHVILLE TN
16152828,72940511,C,1,04/07/2021,CHICAGO IL
16152828,72940511,C,1,04/14/2021,CHICAGO IL
16152828,72940511,C,1,04/21/2021,CHICAGO IL
16152828,72940511,C,1,07/23/2021,CHICAGO IL
16152828,72940511,C,1,06/08/2021,CHICAGO IL
16152828,72940511,C,1,06/17/2021,CHICAGO IL
16152828,72940511,C,1,06/23/2021,CHICAGO IL
122715858,77546774,B,1,02/23/2021,NEW YORK NY
16152828,72940511,C,1,07/12/2021,CHICAGO IL
16152828,72940511,A,1,07/19/2021,CHICAGO IL
